frame,fps,timecode,physical_simulation_time_s,camera,phase,voiceover_cue,foley_cue,timing_distinction
1664,30,00:00:55:13,55.43333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1665,30,00:00:55:14,55.46666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1666,30,00:00:55:15,55.5,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1667,30,00:00:55:16,55.53333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1668,30,00:00:55:17,55.56666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1669,30,00:00:55:18,55.6,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1670,30,00:00:55:19,55.63333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1671,30,00:00:55:20,55.666666666666664,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1672,30,00:00:55:21,55.7,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1673,30,00:00:55:22,55.733333333333334,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1674,30,00:00:55:23,55.766666666666666,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1675,30,00:00:55:24,55.8,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1676,30,00:00:55:25,55.833333333333336,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1677,30,00:00:55:26,55.86666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1678,30,00:00:55:27,55.9,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1679,30,00:00:55:28,55.93333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1680,30,00:00:55:29,55.96666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1681,30,00:00:56:00,56.0,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1682,30,00:00:56:01,56.03333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1683,30,00:00:56:02,56.06666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1684,30,00:00:56:03,56.1,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1685,30,00:00:56:04,56.13333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1686,30,00:00:56:05,56.166666666666664,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1687,30,00:00:56:06,56.2,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1688,30,00:00:56:07,56.233333333333334,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1689,30,00:00:56:08,56.266666666666666,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1690,30,00:00:56:09,56.3,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1691,30,00:00:56:10,56.333333333333336,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1692,30,00:00:56:11,56.36666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1693,30,00:00:56:12,56.4,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1694,30,00:00:56:13,56.43333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1695,30,00:00:56:14,56.46666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1696,30,00:00:56:15,56.5,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1697,30,00:00:56:16,56.53333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1698,30,00:00:56:17,56.56666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1699,30,00:00:56:18,56.6,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1700,30,00:00:56:19,56.63333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1701,30,00:00:56:20,56.666666666666664,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1702,30,00:00:56:21,56.7,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1703,30,00:00:56:22,56.733333333333334,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1704,30,00:00:56:23,56.766666666666666,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1705,30,00:00:56:24,56.8,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1706,30,00:00:56:25,56.833333333333336,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1707,30,00:00:56:26,56.86666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1708,30,00:00:56:27,56.9,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1709,30,00:00:56:28,56.93333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1710,30,00:00:56:29,56.96666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1711,30,00:00:57:00,57.0,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1712,30,00:00:57:01,57.03333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1713,30,00:00:57:02,57.06666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1714,30,00:00:57:03,57.1,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1715,30,00:00:57:04,57.13333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1716,30,00:00:57:05,57.166666666666664,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1717,30,00:00:57:06,57.2,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1718,30,00:00:57:07,57.233333333333334,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1719,30,00:00:57:08,57.266666666666666,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1720,30,00:00:57:09,57.3,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1721,30,00:00:57:10,57.333333333333336,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1722,30,00:00:57:11,57.36666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1723,30,00:00:57:12,57.4,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1724,30,00:00:57:13,57.43333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1725,30,00:00:57:14,57.46666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1726,30,00:00:57:15,57.5,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1727,30,00:00:57:16,57.53333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1728,30,00:00:57:17,57.56666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1729,30,00:00:57:18,57.6,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1730,30,00:00:57:19,57.63333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1731,30,00:00:57:20,57.666666666666664,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1732,30,00:00:57:21,57.7,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1733,30,00:00:57:22,57.733333333333334,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1734,30,00:00:57:23,57.766666666666666,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1735,30,00:00:57:24,57.8,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1736,30,00:00:57:25,57.833333333333336,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1737,30,00:00:57:26,57.86666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1738,30,00:00:57:27,57.9,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1739,30,00:00:57:28,57.93333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1740,30,00:00:57:29,57.96666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1741,30,00:00:58:00,58.0,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1742,30,00:00:58:01,58.03333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1743,30,00:00:58:02,58.06666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1744,30,00:00:58:03,58.1,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1745,30,00:00:58:04,58.13333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1746,30,00:00:58:05,58.166666666666664,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1747,30,00:00:58:06,58.2,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1748,30,00:00:58:07,58.233333333333334,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1749,30,00:00:58:08,58.266666666666666,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1750,30,00:00:58:09,58.3,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1751,30,00:00:58:10,58.333333333333336,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1752,30,00:00:58:11,58.36666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1753,30,00:00:58:12,58.4,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1754,30,00:00:58:13,58.43333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1755,30,00:00:58:14,58.46666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1756,30,00:00:58:15,58.5,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1757,30,00:00:58:16,58.53333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1758,30,00:00:58:17,58.56666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1759,30,00:00:58:18,58.6,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1760,30,00:00:58:19,58.63333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1761,30,00:00:58:20,58.666666666666664,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1762,30,00:00:58:21,58.7,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1763,30,00:00:58:22,58.733333333333334,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1764,30,00:00:58:23,58.766666666666666,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1765,30,00:00:58:24,58.8,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1766,30,00:00:58:25,58.833333333333336,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1767,30,00:00:58:26,58.86666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1768,30,00:00:58:27,58.9,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1769,30,00:00:58:28,58.93333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1770,30,00:00:58:29,58.96666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1771,30,00:00:59:00,59.0,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1772,30,00:00:59:01,59.03333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1773,30,00:00:59:02,59.06666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1774,30,00:00:59:03,59.1,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1775,30,00:00:59:04,59.13333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1776,30,00:00:59:05,59.166666666666664,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1777,30,00:00:59:06,59.2,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1778,30,00:00:59:07,59.233333333333334,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1779,30,00:00:59:08,59.266666666666666,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1780,30,00:00:59:09,59.3,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1781,30,00:00:59:10,59.333333333333336,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1782,30,00:00:59:11,59.36666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1783,30,00:00:59:12,59.4,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1784,30,00:00:59:13,59.43333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1785,30,00:00:59:14,59.46666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1786,30,00:00:59:15,59.5,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1787,30,00:00:59:16,59.53333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1788,30,00:00:59:17,59.56666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1789,30,00:00:59:18,59.6,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1790,30,00:00:59:19,59.63333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1791,30,00:00:59:20,59.666666666666664,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1792,30,00:00:59:21,59.7,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1793,30,00:00:59:22,59.733333333333334,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1794,30,00:00:59:23,59.766666666666666,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1795,30,00:00:59:24,59.8,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1796,30,00:00:59:25,59.833333333333336,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1797,30,00:00:59:26,59.86666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1798,30,00:00:59:27,59.9,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1799,30,00:00:59:28,59.93333333333333,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1800,30,00:00:59:29,59.96666666666667,Exhibit_camera / editorial plate push,Pressure becomes shaft work,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1801,30,00:01:00:00,60.0,Exhibit_camera / editorial plate push,Recover work from the exhaust,The exhaust turbine drives a shaft shared with the compressor and the heat motor generator. The generator converts shaft work into electricity. In motor mode it helps accelerate the compressor and reduce turbo lag. It does not directly convert heat into electricity.,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1802,30,00:01:00:01,60.03333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1803,30,00:01:00:02,60.06666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1804,30,00:01:00:03,60.1,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1805,30,00:01:00:04,60.13333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1806,30,00:01:00:05,60.166666666666664,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1807,30,00:01:00:06,60.2,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1808,30,00:01:00:07,60.233333333333334,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1809,30,00:01:00:08,60.266666666666666,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1810,30,00:01:00:09,60.3,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1811,30,00:01:00:10,60.333333333333336,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1812,30,00:01:00:11,60.36666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1813,30,00:01:00:12,60.4,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1814,30,00:01:00:13,60.43333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1815,30,00:01:00:14,60.46666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1816,30,00:01:00:15,60.5,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1817,30,00:01:00:16,60.53333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1818,30,00:01:00:17,60.56666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1819,30,00:01:00:18,60.6,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1820,30,00:01:00:19,60.63333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1821,30,00:01:00:20,60.666666666666664,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1822,30,00:01:00:21,60.7,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1823,30,00:01:00:22,60.733333333333334,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1824,30,00:01:00:23,60.766666666666666,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1825,30,00:01:00:24,60.8,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1826,30,00:01:00:25,60.833333333333336,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1827,30,00:01:00:26,60.86666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1828,30,00:01:00:27,60.9,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1829,30,00:01:00:28,60.93333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1830,30,00:01:00:29,60.96666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1831,30,00:01:01:00,61.0,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1832,30,00:01:01:01,61.03333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1833,30,00:01:01:02,61.06666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1834,30,00:01:01:03,61.1,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1835,30,00:01:01:04,61.13333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1836,30,00:01:01:05,61.166666666666664,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1837,30,00:01:01:06,61.2,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1838,30,00:01:01:07,61.233333333333334,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1839,30,00:01:01:08,61.266666666666666,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1840,30,00:01:01:09,61.3,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1841,30,00:01:01:10,61.333333333333336,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1842,30,00:01:01:11,61.36666666666667,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1843,30,00:01:01:12,61.4,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
1844,30,00:01:01:13,61.43333333333333,Exhibit_camera / editorial plate push,Recover work from the exhaust,,none,"ledger seconds; disassembly timing editorial, independent of ledger"
